nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster,klas_laba
UD. Fadli Puri,40821180.0,3.6,90.0,67.0,2024.0,1.0,2.0,377.0,1670952.0,42492132.0,471000000.0,377.0,0,0,0,untung
UD. Ujang Naraya,19758568.0,2.0,85.0,52.0,2021.0,0.0,4.0,949.0,5758498.0,25517066.0,411000000.0,949.0,0,1,1,untung
UD. Ovan Panji,42413762.0,5.0,70.0,13.0,2024.0,1.0,4.0,254.0,6200871.0,48614633.0,249000000.0,254.0,0,1,1,untung
UD. Ony Sudarsana,-2608270.0,2.0,13.0,9.0,2024.0,0.0,0.0,323.0,4077033.0,1468763.0,66000000.0,323.0,0,0,0,rugi
UD. Yumna Wiratama,46897973.0,2.0,98.0,19.0,2002.0,1.0,4.0,942.0,1605039.0,48503012.0,351000000.0,942.0,1,0,10,untung
UD. Ujang Cahyaningrat,15480799.0,4.0,7.0,96.0,2009.0,0.0,1.0,88.0,6296737.0,21777536.0,309000000.0,88.0,1,1,11,untung
UD. Ojan Lingga,34407694.0,5.0,38.0,41.0,2024.0,1.0,2.0,821.0,3462485.0,37870179.0,237000000.0,821.0,0,0,0,untung
UD. Winda Asmaralaya,26274733.0,5.0,31.0,65.0,2005.0,0.0,0.0,691.0,3443719.0,29718452.0,288000000.0,691.0,1,0,10,untung
UD. Habib Suci,13889327.0,4.0,71.0,35.0,2010.0,1.0,0.0,246.0,7347100.0,21236427.0,318000000.0,246.0,1,1,11,untung
UD. Qyla Ratu,33986513.0,1.0,36.0,79.0,2007.0,0.0,3.0,413.0,4519817.0,38506330.0,345000000.0,413.0,1,0,10,untung
UD. Nisa Prana Cahya,9548151.0,5.0,9.0,30.0,2008.0,0.0,0.0,16.0,6803614.0,17898732.8,117000000.0,16.0,1,1,11,untung
UD. Gilangga Sulaksana Mila,28345839.0,2.0,85.0,61.0,2019.0,0.0,3.0,632.0,2160098.0,30505937.0,438000000.0,632.0,0,0,0,untung
UD. Vino Maju Mirna,1376477.0,2.0,82.0,43.0,2017.0,0.0,3.0,353.0,9255960.0,10632437.0,375000000.0,353.0,0,1,1,untung
UD. Kurnia Kinarya,21562073.0,1.0,15.0,92.0,2015.0,1.0,0.0,862.0,4643496.0,26205569.0,321000000.0,862.0,0,0,0,untung
UD. Santi Sentosa,1526691.0,5.0,81.0,99.0,2007.0,0.0,0.0,21.0,3130573.0,4657264.0,540000000.0,21.0,1,0,10,untung
UD. Satria Utamajaya,5800768.0,4.0,76.0,78.0,2012.0,0.0,0.0,661.0,7384894.0,13185662.0,462000000.0,661.0,1,1,11,untung
UD. Yaniar Galuh Yumna,15788622.0,1.0,70.0,89.0,2011.0,0.0,3.0,112.0,7590246.0,23378868.0,477000000.0,112.0,1,1,11,untung
UD. Vera Satria,8178493.0,5.0,9.0,33.0,2016.0,0.0,1.0,423.0,650314.0,8828807.0,126000000.0,423.0,0,0,0,untung
UD. Vito Manggala,31731113.0,2.0,69.0,51.0,2022.0,0.0,0.0,532.0,6432964.0,38164077.0,360000000.0,532.0,0,1,1,untung
UD. Zidan Gatra Wenda,2425435.0,2.0,1.0,41.0,2017.0,0.0,4.0,832.0,8715837.0,11141272.0,126000000.0,832.0,0,1,1,untung
UD. Panji Pamungkas,6489354.0,5.0,15.0,21.0,2003.0,1.0,2.0,972.0,2132749.0,8622103.0,397200000.0,972.0,1,0,10,untung
UD. Dito Raharja,13824636.0,4.0,35.0,70.0,2023.0,1.0,3.0,397.0,9878563.0,23703199.0,315000000.0,397.0,0,1,1,untung
UD. Yusuf Utama,-2953335.0,1.0,98.0,68.0,2011.0,1.0,2.0,757.0,7010172.0,4056837.0,498000000.0,757.0,1,1,11,rugi
UD. Vera Dewangga,24999575.0,5.0,98.0,57.0,2003.0,0.0,4.0,488.0,9595975.0,34595550.0,465000000.0,488.0,1,1,11,untung
UD. Yusuf Prana Abdi,18725013.0,5.0,94.0,40.0,2010.0,0.0,0.0,269.0,3680050.0,22405063.0,402000000.0,269.0,1,0,10,untung
UD. Wito Setia,22060524.0,1.0,7.0,58.0,2024.0,0.0,2.0,992.0,5444393.0,27504917.0,195000000.0,992.0,0,1,1,untung
UD. Elen Kayastha,20668246.0,2.0,43.0,50.0,2015.0,1.0,3.0,498.0,7650881.0,28319127.0,279000000.0,498.0,0,1,1,untung
UD. Vidi Trisakti,20872395.0,4.0,65.0,93.0,2019.0,1.0,1.0,645.0,5283336.0,26155731.0,474000000.0,645.0,0,1,1,untung
UD. Weni Baruna,16488580.0,4.0,77.0,96.0,2008.0,0.0,2.0,242.0,8335151.0,24823731.0,519000000.0,242.0,1,1,11,untung
UD. Alma Prajurit,20045112.0,5.0,54.0,52.0,2013.0,1.0,0.0,255.0,6715746.0,26760858.0,318000000.0,255.0,0,1,1,untung
UD. Kamil Prima Wito,48107315.0,2.0,81.0,84.0,2019.0,0.0,3.0,763.0,1358654.0,49465969.0,495000000.0,763.0,0,0,0,untung
UD. Ismail Bahari,37430071.0,5.0,6.0,80.0,2009.0,1.0,2.0,887.0,7918576.0,45348647.0,258000000.0,887.0,1,1,11,untung
UD. Hanafi Ayodya Oki,-2411487.0,1.0,12.0,93.0,2012.0,1.0,1.0,494.0,8907798.0,6496311.0,315000000.0,494.0,0,1,1,rugi
UD. Qais Bijaksana Elsa,20813168.0,2.0,8.0,1.0,2008.0,0.0,0.0,957.0,6620958.0,27434126.0,27000000.0,957.0,1,1,11,untung
UD. Ida Bahagia,7566169.0,2.4,78.0,25.0,2003.0,1.0,0.0,568.0,8870020.0,16436189.0,309000000.0,568.0,1,1,11,untung
UD. Rendi Surapati Yolanda,36210052.0,4.0,72.0,90.0,2012.0,1.0,3.0,196.0,8524869.0,44734921.0,486000000.0,196.0,0,1,1,untung
UD. Khayla Darma Nayla,12217749.0,1.0,67.0,66.0,2009.0,1.0,4.0,43.0,7674490.0,19892239.0,399000000.0,43.0,1,1,11,untung
UD. Rizki Satriya,32074018.0,1.0,4.0,47.0,2011.0,0.0,0.0,724.0,5448164.0,37522182.0,153000000.0,724.0,1,1,11,untung
UD. Qisya Bersemi,26381820.0,1.0,73.0,2.0,2023.0,0.0,1.0,694.0,7127480.0,33509300.0,225000000.0,694.0,0,1,1,untung
UD. Mirna Sakti,1946529.0,4.0,54.0,56.0,2010.0,1.0,3.0,423.0,5923218.0,7869747.0,330000000.0,423.0,1,1,11,untung
UD. Xenia Sangkala,18410689.0,1.0,19.0,40.0,2013.0,1.0,1.0,643.0,5203816.0,23614505.0,177000000.0,643.0,0,0,0,untung
UD. Halim Mardika,29894639.0,4.0,63.0,88.0,2018.0,0.0,0.0,228.0,5056375.0,34951014.0,453000000.0,228.0,0,0,0,untung
UD. Tegar Bangun,-5301862.0,5.0,17.0,17.0,2008.0,1.0,4.0,371.0,7439381.0,2137519.0,102000000.0,371.0,1,1,11,rugi
UD. Panji Abadi,38341131.0,2.0,49.0,78.0,2000.0,0.0,1.0,353.0,5798383.0,44139514.0,381000000.0,353.0,1,1,11,untung
UD. Laras Jatiwangi Omar,30328685.0,1.0,53.0,96.0,2009.0,0.0,1.0,464.0,4413281.0,34741966.0,447000000.0,464.0,1,0,10,untung
UD. Ziva Trisaktiatma,3862377.0,5.0,88.0,43.0,2016.0,1.0,2.0,291.0,5321185.0,9183562.0,393000000.0,291.0,0,1,1,untung
UD. Salsa Manunggal,6250642.0,2.0,42.0,55.0,2000.0,0.0,0.0,727.0,2492564.0,9555973.0,291000000.0,727.0,1,0,10,untung
UD. Dora Naraya Lono,293622.0,5.0,51.0,47.0,2005.0,0.0,2.0,869.0,4966499.0,5260121.0,294000000.0,869.0,1,0,10,untung
UD. Jasmin Ranggalawe,13115497.0,5.0,43.0,16.0,2007.0,0.0,3.0,959.0,6651969.0,19767466.0,407400000.0,959.0,1,1,11,untung
UD. Livia Permai,38443698.0,4.0,17.0,74.0,2020.0,0.0,2.0,860.0,4102933.0,42546631.0,273000000.0,860.0,0,0,0,untung
UD. Hilmiyah Citra,22939433.0,4.0,92.0,69.0,2006.0,1.0,2.0,564.0,7752295.0,30691728.0,483000000.0,564.0,1,1,11,untung
UD. Ovan Jayabaya,-1368085.0,4.0,5.0,53.0,2021.0,0.0,1.0,660.0,8272865.0,6904780.0,174000000.0,660.0,0,1,1,rugi
UD. Qayla Karang,26703986.0,2.0,63.0,14.0,2000.0,0.0,2.0,467.0,784521.0,27488507.0,231000000.0,467.0,1,0,10,untung
UD. Eren Sehat,19605894.0,4.0,81.0,47.0,2018.0,0.0,0.0,298.0,9811047.0,29416941.0,384000000.0,298.0,0,1,1,untung
UD. Dina Putri,43049875.0,1.0,34.0,68.0,2015.0,1.0,4.0,97.0,2560275.0,45610150.0,306000000.0,97.0,0,0,0,untung
UD. Icha Kusumah,33813495.0,2.0,47.0,33.0,2015.0,1.0,4.0,577.0,8081887.0,41895382.0,240000000.0,577.0,0,1,1,untung
UD. Mirna Sundawa,160370.0,2.0,8.0,75.0,2013.0,0.0,1.0,488.0,9823756.0,9984126.0,249000000.0,488.0,0,1,1,untung
UD. Wira Pramudita,12592641.0,4.0,62.0,42.0,2007.0,0.0,0.0,809.0,6066496.0,18659137.0,312000000.0,809.0,1,1,11,untung
UD. Olivia Harapan,320418.0,1.0,94.0,48.0,2018.0,0.0,2.0,409.2,2457759.0,2778177.0,426000000.0,160.0,0,0,0,untung
UD. Deni Satriya,-1458739.0,1.0,90.0,96.0,2020.0,0.0,1.6,782.0,6968608.0,5509869.0,558000000.0,782.0,0,1,1,rugi
UD. Taufik Taruna,33260110.0,1.0,62.0,69.0,2000.0,1.0,1.0,220.0,7103353.0,40363463.0,393000000.0,220.0,1,1,11,untung
UD. Mila Winata,20685212.0,2.0,69.0,80.0,2016.0,0.0,1.0,464.0,5899215.0,26584427.0,447000000.0,464.0,0,1,1,untung
UD. Marwan Mandala Rizki,34767169.0,1.0,9.0,89.0,2008.0,1.0,1.0,224.0,946531.0,35713700.0,294000000.0,224.0,1,0,10,untung
UD. Cahya Lingga Qisya,28387024.0,2.0,37.0,63.0,2013.0,0.0,3.0,555.0,8840097.0,37227121.0,300000000.0,555.0,0,1,1,untung
UD. Gisel Wisnu,17291009.0,1.0,16.0,21.0,2002.0,1.0,2.2,306.0,2290935.0,19581944.0,111000000.0,306.0,1,0,10,untung
UD. Budi Kamajaya,42117828.0,5.0,68.0,60.0,2007.0,1.0,3.0,261.0,7842661.0,49960489.0,384000000.0,261.0,1,1,11,untung
UD. Fatimah Baskara,40049107.0,5.0,29.0,89.0,2008.0,0.0,4.0,152.0,1866712.0,41915819.0,354000000.0,152.0,1,0,10,untung
UD. Chiko Baruna Eddy,41786283.0,1.0,63.0,41.0,2022.0,0.0,0.0,251.0,7451286.0,49237569.0,312000000.0,251.0,0,1,1,untung
UD. Oki Resmi,24061477.0,4.0,20.0,34.0,2010.0,1.0,2.0,67.0,4941310.0,29002787.0,162000000.0,67.0,1,0,10,untung
UD. Citra Darma,5488140.0,2.0,88.0,76.0,2002.0,0.0,3.0,815.0,9059391.0,14547531.0,492000000.0,815.0,1,1,11,untung
UD. Pandu Wening,7238550.0,1.0,89.0,52.0,2021.0,0.0,4.0,60.0,2417150.0,9655700.0,325800000.0,60.0,0,0,0,untung
UD. Jibril Ayodya,-2813695.0,1.0,11.0,48.0,2012.0,0.0,3.0,378.0,5381168.0,2567473.0,177000000.0,378.0,0,1,1,rugi
UD. Najwa Sidarta,12029217.0,5.0,14.0,68.0,2010.0,1.0,0.0,572.0,758339.0,12787556.0,246000000.0,572.0,1,0,10,untung
UD. Umar Abadi,35919274.0,2.0,65.0,21.0,2022.0,1.0,3.0,506.0,3082798.0,39002072.0,258000000.0,506.0,0,0,0,untung
UD. Rafa Jatinagara,10608108.0,5.0,55.0,34.0,2013.0,0.0,3.0,263.0,8104064.0,18712172.0,267000000.0,263.0,0,1,1,untung
UD. Nara Cerah,221460.0,5.0,40.0,69.0,2024.0,0.0,2.0,516.0,4896494.0,5117954.0,327000000.0,516.0,0,0,0,untung
UD. Zahira Anindita Chintya,41847256.0,1.0,19.0,72.0,2012.0,0.0,2.0,410.0,6375132.0,48222388.0,273000000.0,410.0,0,1,1,untung
UD. Tania Jayeng,-8165103.0,4.0,27.0,86.0,2019.0,1.0,3.0,464.0,9490273.0,1325170.0,339000000.0,464.0,0,1,1,rugi
UD. Ony Wirawati,28665223.0,5.0,79.0,48.0,2003.0,0.0,2.0,265.0,3401835.0,32067058.0,381000000.0,265.0,1,0,10,untung
UD. Abdi Ilir,42074883.0,2.0,60.0,92.0,2002.0,0.0,1.0,196.0,3437403.0,45512286.0,456000000.0,196.0,1,0,10,untung
UD. Livia Ratu,23758689.0,5.0,65.0,47.0,2008.0,1.0,3.0,779.0,7822343.0,31581032.0,336000000.0,779.0,1,1,11,untung
UD. Hana Sanjaya,11284656.0,5.0,24.0,10.0,2021.0,1.0,1.0,217.0,8304329.0,19588985.0,102000000.0,217.0,0,1,1,untung
UD. Panji Langit,35522510.0,1.0,94.0,36.0,2012.0,0.0,2.0,365.0,3518443.0,39040953.0,390000000.0,365.0,0,0,0,untung
UD. Gilang Kusuma,-5078355.0,5.0,19.0,48.0,2024.0,0.0,3.0,570.0,9392168.0,4313813.0,201000000.0,570.0,0,1,1,rugi
UD. Rahmat Sukadarma Ony,48371494.0,1.0,1.0,15.0,2003.0,0.0,0.0,342.0,1034788.0,49406282.0,48000000.0,342.0,1,0,10,untung
UD. Hilmi Karang,11256607.0,5.0,51.0,68.0,2018.0,1.0,3.0,349.0,4952699.0,16209306.0,357000000.0,349.0,0,0,0,untung
UD. Viera Bahagia,13543450.0,5.0,39.0,18.0,2004.0,0.0,4.0,590.0,8044510.0,21587960.0,171000000.0,590.0,1,1,11,untung
UD. Jihan Jatinagara Khalid,1194150.0,5.0,11.0,92.0,2015.0,1.0,2.0,999.0,9803233.0,10997383.0,309000000.0,999.0,0,1,1,untung
UD. Rendi Siang,11036473.0,1.0,71.0,29.0,2024.0,1.0,1.0,782.0,8103523.0,19139996.0,300000000.0,782.0,0,1,1,untung
UD. Qiana Mulya,23648682.6,5.0,87.0,73.0,2005.0,1.0,4.0,106.0,1361735.0,25251927.0,480000000.0,106.0,1,0,10,untung
UD. Uchie Kusumasari,41541153.0,2.0,69.0,30.0,2000.0,1.0,4.0,933.0,5218391.0,46759544.0,297000000.0,933.0,1,1,11,untung
UD. Vidi Putri,-6065095.0,1.0,95.0,75.0,2024.0,1.0,2.0,305.0,7084539.0,1019444.0,510000000.0,305.0,0,1,1,rugi
UD. Ujang Utama,3340005.0,4.0,44.0,18.0,2010.0,1.0,0.0,364.0,3947538.0,7287543.0,186000000.0,364.0,1,0,10,untung
UD. Galih Wibawa,13771031.0,5.0,96.0,92.0,2023.0,0.0,0.0,84.0,7479150.0,21250181.0,564000000.0,84.0,0,1,1,untung
UD. Ilham Haji,-6155104.0,4.0,82.0,84.0,2003.0,1.0,1.0,103.0,7327971.0,1172867.0,498000000.0,103.0,1,1,11,rugi
UD. Pipit Sulaksana Hesti,-555565.0,2.0,12.0,70.0,2014.0,0.0,0.0,148.0,4699199.0,4143634.0,246000000.0,148.0,0,0,0,rugi
UD. Ciko Darma,40524614.0,4.0,36.0,89.0,2023.0,0.0,0.0,374.0,3705703.0,44230317.0,375000000.0,374.0,0,0,0,untung
UD. Vita Tri Qomar,36087529.0,4.0,57.0,5.0,2000.0,1.0,0.0,610.0,9063069.0,45150598.0,186000000.0,610.0,1,1,11,untung
UD. Vincent Wibawa,18079837.0,1.0,76.0,44.0,2012.0,1.0,2.0,979.0,4867651.0,22947488.0,360000000.0,979.0,1,0,10,untung
UD. Ojan Brawijaya Wenda,14813429.0,2.0,16.0,61.0,2002.0,0.0,4.0,927.0,6584807.0,21398236.0,231000000.0,927.0,1,1,11,untung
UD. Riyan Jaya,5571202.0,2.0,26.0,93.0,2013.0,1.0,3.0,156.0,6765111.0,12336313.0,357000000.0,156.0,0,1,1,untung
UD. Lina Trisula,33057564.0,4.0,17.0,84.0,2014.0,0.0,3.0,887.0,8845511.0,41903075.0,303000000.0,887.0,0,1,1,untung
UD. Alya Raharja,5434283.0,2.0,20.0,18.0,2006.0,1.0,0.0,27.0,8750180.0,14184463.0,114000000.0,27.0,1,1,11,untung
UD. Tariq Baswara,15692168.0,2.0,13.0,28.0,2016.0,1.0,0.0,436.0,8780549.0,24472717.0,123000000.0,436.0,0,1,1,untung
UD. Eren Swargaloka,23254019.0,4.0,99.0,83.0,2004.0,0.0,4.0,631.0,1838315.0,25092334.0,546000000.0,631.0,1,0,10,untung
UD. Nara Utama Rahmat,-5088087.0,1.0,7.0,47.0,2002.0,1.0,1.0,219.0,6541741.0,1453654.0,162000000.0,219.0,1,1,11,rugi
UD. Evan Kencana,11399497.0,4.0,58.0,41.0,2011.0,0.0,0.0,374.0,9498184.0,20897681.0,297000000.0,374.0,1,1,11,untung
UD. Jihan Swargaloka,18912985.0,4.0,59.0,78.0,2000.0,1.0,3.0,207.0,6478136.0,25391121.0,411000000.0,207.0,1,1,11,untung
UD. Sani Madani,-5608779.0,4.0,63.0,70.0,2011.0,0.0,0.0,260.0,9473748.0,3864969.0,399000000.0,260.0,1,1,11,rugi
UD. Satria Wijaksana,31624418.0,2.0,90.0,65.0,2002.0,1.0,3.0,338.0,2566863.0,34191281.0,465000000.0,338.0,1,0,10,untung
UD. Elva Sidarta,28734819.0,2.0,72.0,49.0,2012.0,1.0,0.0,787.0,6632706.0,35367525.0,363000000.0,787.0,1,1,11,untung
UD. Yora Bima,34813286.0,4.0,99.0,62.0,2011.0,1.0,2.0,296.0,3494200.0,38307486.0,483000000.0,296.0,1,0,10,untung
UD. Rahmat Nusa,43109787.0,4.0,81.0,61.0,2010.0,0.0,0.0,474.0,6778229.0,49888016.0,426000000.0,474.0,1,1,11,untung
UD. Sani Wicaksana,10630267.0,1.0,38.0,35.0,2017.0,1.0,0.0,576.0,1557197.0,12187464.0,219000000.0,576.0,0,0,0,untung
UD. Tomi Jatiwangi,23046257.0,2.0,11.0,9.0,2004.0,1.0,3.0,11.0,7722204.0,30768461.0,60000000.0,11.0,1,1,11,untung
UD. Taufan Wibawa,21896633.0,1.0,79.0,53.0,2023.0,0.0,4.0,65.0,9004082.0,30900715.0,396000000.0,65.0,0,1,1,untung
UD. Desta Merdeka,9305516.0,2.0,60.4,42.0,2004.0,0.0,2.0,392.0,6020403.0,15325919.0,402000000.0,392.0,1,1,11,untung
UD. Chintya Mahkota,46892553.0,2.0,69.0,15.0,2010.0,0.0,2.8,40.0,2551622.0,49444175.0,252000000.0,40.0,1,0,10,untung
UD. Adinda Satya,30059910.0,2.0,87.0,72.0,2024.0,0.0,4.0,157.0,3733966.0,33793876.0,477000000.0,157.0,0,0,0,untung
UD. Gadis Trisudira Barokah,15682932.0,5.0,85.0,48.0,2020.0,1.0,2.0,316.0,3668972.0,19351904.0,399000000.0,316.0,0,0,0,untung
UD. Zidan Lintang,25654759.0,2.0,54.0,75.0,2017.0,1.0,1.0,959.0,4952139.0,30606898.0,387000000.0,959.0,0,0,0,untung
UD. Ulil Utama,23141258.0,5.0,24.0,45.0,2022.0,1.0,1.0,260.0,3370062.0,26511320.0,207000000.0,260.0,0,0,0,untung
UD. Heri Gunawan,7698120.0,5.0,34.0,91.0,2023.0,1.0,0.0,127.0,8274542.0,15972662.0,375000000.0,127.0,0,1,1,untung
UD. Yola Adiwangsa Vito,37019474.0,5.0,88.0,14.0,2023.0,1.0,1.0,304.0,2891031.0,39910505.0,306000000.0,304.0,0,0,0,untung
UD. Gita Resmi Yana,44491210.0,4.0,41.0,4.0,2001.0,0.0,4.0,886.0,1564105.0,46055315.0,135000000.0,886.0,1,0,10,untung
UD. Mika Indah,25652585.0,5.0,19.0,68.0,2009.0,1.0,4.0,368.0,6195673.0,31848258.0,261000000.0,368.0,1,1,11,untung
UD. Reza Wijaksana,11782587.0,5.0,58.0,67.0,2007.0,0.0,0.0,304.0,925835.0,12708422.0,375000000.0,304.0,1,0,10,untung
UD. Yumna Prana,-2280401.0,4.0,47.0,54.0,2019.0,0.0,3.0,489.0,7839638.0,5559237.0,303000000.0,489.0,0,1,1,rugi
UD. Erlangga Trisudira,18791219.0,1.0,2.0,7.0,2002.0,0.0,3.0,391.0,6465693.0,25256912.0,27000000.0,391.0,1,1,11,untung
UD. Ujang Cendana,24359605.0,2.0,68.0,57.0,2012.0,1.0,3.0,91.0,3451302.0,27810907.0,375000000.0,91.0,0,0,0,untung
UD. Livia Pamungkas,25659597.0,2.0,15.0,53.0,2017.0,1.0,2.0,196.0,9786870.0,35446467.0,204000000.0,196.0,0,1,1,untung
UD. Owen Alam,4169225.0,1.0,58.0,4.0,2011.0,1.0,3.0,506.0,4121174.0,8290399.0,186000000.0,506.0,1,0,10,untung
UD. Nayla Sidarta,1533927.0,1.0,20.0,82.0,2021.0,1.0,1.0,306.0,2657168.0,4191095.0,306000000.0,306.0,0,0,0,untung
UD. Fani Wira,36128354.0,2.0,95.0,43.0,2016.6,0.0,0.0,401.0,6208606.0,42336960.0,414000000.0,401.0,0,1,1,untung
UD. Erlangga Manggala Elok,30380118.0,5.0,14.0,90.0,2011.0,1.0,4.0,200.0,2050670.0,32430788.0,312000000.0,200.0,1,0,10,untung
UD. Kinan Panji,5587674.0,1.0,83.0,6.0,2003.0,1.0,4.0,588.0,8193841.0,13781515.0,267000000.0,588.0,1,1,11,untung
UD. Qila Trisaktiatma,33924712.0,2.0,37.0,5.0,2014.0,1.0,0.0,915.0,5823831.0,39748543.0,126000000.0,915.0,0,1,1,untung
UD. Vina Anindita Putri,37906135.0,4.0,45.0,55.0,2001.0,0.0,4.0,27.0,1835158.0,39741293.0,300000000.0,27.0,1,0,10,untung
UD. Jasmine Utama Xenia,20113338.0,1.0,41.0,18.0,2008.0,0.0,2.0,773.0,5948806.0,26062144.0,177000000.0,773.0,1,1,11,untung
UD. Wawan Jati,-301110.0,1.0,42.0,37.0,2008.0,1.0,0.0,373.0,2813497.0,2512387.0,237000000.0,373.0,1,0,10,rugi
UD. Syana Utama,30027491.0,1.0,83.0,96.0,2013.0,1.0,4.0,763.0,1176088.0,31203579.0,537000000.0,763.0,0,0,0,untung
UD. Deni Mahendra,37106853.0,2.0,36.0,96.0,2000.0,0.0,4.0,202.0,3298436.0,40405289.0,396000000.0,202.0,1,0,10,untung
UD. Pio Jagad,5900688.0,5.0,59.0,61.0,2015.0,1.0,3.0,730.0,5613720.0,11514408.0,360000000.0,730.0,0,1,1,untung
UD. Fikra Pancasila Anang,10238688.0,1.0,62.0,68.0,2021.0,0.0,3.0,108.0,2470149.0,12708837.0,390000000.0,108.0,0,0,0,untung
UD. Dito Pramudita,35529126.0,1.0,54.0,79.0,2018.0,0.0,2.0,663.0,8584629.0,44113755.0,399000000.0,663.0,0,1,1,untung
UD. Willy Bima,37718119.0,5.0,58.0,46.0,2000.0,0.0,0.0,482.0,4439326.0,42157445.0,312000000.0,482.0,1,0,10,untung
UD. Lana Elok,24064963.0,4.0,37.0,9.0,2002.0,1.0,0.0,513.0,2463070.0,26528033.0,138000000.0,513.0,1,0,10,untung
UD. Yaniar Kawiswara,37149319.0,5.0,62.0,50.0,2010.0,1.0,2.0,823.0,6641994.0,43791313.0,336000000.0,823.0,1,1,11,untung
UD. Verdi Lintang,26933383.0,2.0,90.0,6.0,2011.0,0.0,0.0,523.0,7512939.0,34446322.0,288000000.0,523.0,1,1,11,untung
UD. Asep Segar,43270834.0,5.0,15.0,15.0,2018.0,0.0,2.0,365.0,5441281.0,48712115.0,90000000.0,365.0,0,1,1,untung
UD. Uchie Cerah Zainab,24482382.0,2.0,47.0,29.0,2000.0,0.0,1.0,371.0,9073313.0,33555695.0,228000000.0,371.0,1,1,11,untung
UD. Suci Kayastha,7272761.0,5.0,3.0,61.0,2015.0,1.0,1.0,351.0,9829771.0,17102532.0,192000000.0,351.0,0,1,1,untung
UD. Ayesha Asa,-735118.0,4.0,94.0,36.0,2009.0,1.0,4.0,246.0,6730003.0,5994885.0,390000000.0,246.0,1,1,11,rugi
UD. Viera Elok Pasha,32624871.0,2.0,57.0,13.0,2003.0,1.0,3.0,38.0,5983774.0,38608645.0,210000000.0,38.0,1,1,11,untung
UD. Pasha Kusumah,26176439.0,2.0,78.0,47.0,2008.0,1.0,0.0,766.0,747077.0,26923516.0,375000000.0,766.0,1,0,10,untung
UD. Pipit Widuri,4043833.0,2.0,26.0,16.0,2007.0,0.0,1.0,504.0,3116108.0,7159941.0,126000000.0,504.0,1,0,10,untung
UD. Jibril Wiraatmaja,-6753648.0,5.0,26.0,7.0,2021.0,1.0,4.0,982.0,8749475.0,1995827.0,99000000.0,982.0,0,1,1,rugi
UD. Rosa Satria,37557857.0,1.0,52.0,12.0,2011.0,1.0,2.0,368.0,9186408.0,46744265.0,192000000.0,368.0,1,1,11,untung
UD. Sari Wacana,19613838.0,2.0,91.0,28.0,2011.0,1.0,0.0,557.0,1116017.0,20729855.0,357000000.0,557.0,1,0,10,untung
UD. Uchie Sundawa,18850240.0,4.0,25.0,66.0,2002.0,0.0,4.0,756.0,8747690.0,27597930.0,273000000.0,756.0,1,1,11,untung
UD. Xenia Brata Rafa,-3647433.0,5.0,80.0,71.0,2008.0,0.0,4.0,460.0,8014108.0,4366675.0,453000000.0,540.4,1,1,11,rugi
UD. Ojan Sangkala,43964829.0,1.0,28.0,95.0,2024.0,0.0,2.0,362.0,4967781.0,48932610.0,369000000.0,362.0,0,0,0,untung
UD. Eddy Lingga Verdi,-3044558.0,2.0,38.0,4.0,2011.0,1.0,3.0,214.0,5203951.0,2159393.0,126000000.0,214.0,1,0,10,rugi
UD. Fira Gita,-2641240.0,1.0,93.0,74.0,2014.0,1.0,1.0,991.0,7082916.0,4441676.0,501000000.0,991.0,0,1,1,rugi
UD. Chintya Trijaya,23218422.0,5.0,25.0,61.0,2016.0,0.0,2.0,769.0,622746.0,23841168.0,258000000.0,769.0,0,0,0,untung
UD. Bella Prawira,28161205.0,2.0,77.0,35.0,2002.0,0.0,4.0,422.0,2481671.0,30642876.0,336000000.0,422.0,1,0,10,untung
UD. Yana Luhur,38539681.0,1.0,10.0,34.0,2018.0,1.0,3.0,656.0,7052280.0,45591961.0,132000000.0,656.0,0,1,1,untung
UD. Qayla Pancasila,38875841.0,4.0,63.0,92.0,2022.0,0.0,4.0,759.0,4856744.0,43732585.0,465000000.0,759.0,0,0,0,untung
UD. Vidi Manggala Amir,34913008.0,5.0,7.0,49.0,2011.0,1.0,0.0,234.0,4359554.0,39272562.0,168000000.0,234.0,1,0,10,untung
UD. Gadis Utama,2033846.0,4.0,12.0,4.0,2010.0,0.0,0.0,939.0,7147726.0,9181572.0,48000000.0,939.0,1,1,11,untung
UD. Gita Sudharmo,11055134.0,2.0,49.0,12.0,2000.0,0.0,3.0,271.0,4264267.0,15319401.0,183000000.0,271.0,1,0,10,untung
UD. Uli Jaladara,37928578.0,2.0,0.0,23.0,2020.0,0.0,4.0,102.0,7183388.0,45111966.0,69000000.0,102.0,0,1,1,untung
UD. Fatiah Sahaja,19235579.0,4.0,64.0,82.0,2009.0,0.0,1.0,637.0,7583107.0,26818686.0,438000000.0,637.0,1,1,11,untung
UD. Zainab Satria,2266221.0,1.0,42.0,88.0,2020.0,1.0,0.0,730.0,7572139.0,9838360.0,390000000.0,730.0,0,1,1,untung
UD. Khalid Lingga,16247721.0,5.0,7.0,94.0,2019.0,0.0,1.0,560.0,3407775.0,19655496.0,303000000.0,560.0,0,0,0,untung
